"sku","cost_price","edmonton"
3zxxwqrg6e,6068,1
e2m29567d3,4634,1
3aq7jkbvme,10331,4
3aqpyzkr8e,3390,5
nq6pzjrxz3,9842,1
nbymd7yvye,24555,6
384kdbaj4n,14026,2
qe2qvdr2ae,2620,10
36vpgobxke,1424,6
3zgyxmbm4n,10546,3
nvpv2amyqn,7454,88
34gddwzkk3,8885,1
3lo2l4grb3,11020,2
3xdxpxmmpe,5037,47
3pm6r9wdz3,3121,1
e2d6jy64j3,12645,1
ekobyp76rn,6616,1
3xxm4qqkp3,1925,42
e5p76a4db3,9848,4
39gd6pz6ye,1796,3
nby28yalxe,5792,3
3j75mpby93,3586,2
